Type,Photo,Last Name,First Name,District #,Party,Title/leadership,Sort Order,E-mail,Website,Term limit,Counties covered,Standing Committee,Appropriations Subcommittee,Commerce & Economic Development Oversight Committees,Education Oversight Committees,Government Oversight Committees,Health & Human Services Oversight Committees,Energy & Natural Resources Oversight Committees,Judiciary & Public Safety Oversight Committees,Office address,Office city,Office state,Office zip,Office Rm #,Office phone,Cell phone,Home address,Home city,Home state,,District Phone,LA name,LA E-mail,Predecessor,Cooperative Name,Cooperative Logo Filename,Twitter,Facebook,LinkedIn,Miles of Line,Active Meters,Employees,Active Meters/Mile,Co-op Type,Co-op Region Name
Oklahoma House,GregoJim.jpg,Grego,Jim,17,R,,43,jim.grego@okhouse.gov,,2030,Latimer~ Pittsburg,Appropriations,Natural Resources (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 250.2,405-557-7381,,,,,,,Pam Rector,pam.rector@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HallRob.jpg,Hall,Rob,67,R,,27,rob.hall@okhouse.gov,,2036,Tulsa,Commerce & Economic Development Oversight,,Gov Modern & Tech (Vice Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 336.1,405-557-7341,,,,,,,,,,,,,,,,,,,,
Oklahoma House,HardinDavid.jpg,Hardin,David,86,R,,44,david.hardin@okhouse.gov,,2030,Adair~ Cherokee~ Delaware~ Mayes,Judiciary & Public Safety Oversight,,,,,,,Public Safety (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 250.1,405-557-7394,,,,,,,Pam Rector,pam.rector@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HarrisErickH.jpg,Harris,Erick,39,R,Assistant Whip,24,erick.harris@okhouse.gov,,2036,Oklahoma,Appropriations~Judiciary & Public Safety Oversight,Judiciary (Vice Chair),,,,,,Criminal (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 336.3,405-557-7342,,,,,,,Ahlyia Ralston,ahlyia.ralston@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HasenbeckToni.jpg,Hasenbeck,Toni,65,R,Deputy Majority Leader,7,toni.hasenbeck@okhouse.gov,,2030,Caddo~ Comanche,Education Oversight (Vice Chair),,,Secondary Education (Chair),,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 244.2,405-557-7305,,,,,,,Denise Atrmstrong,denise.atrmstrong@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HaysNeil2022.jpg,Hays,Neil,13,R,Assistant Whip,21,neil.hays@okhouse.gov,,2034,McIntosh~ Muskogee~Wagoner,Government Oversight (Vice Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 302.2,405-557-7302,,,,,,,Glenda Mollman,glenda.mollman@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HefnerEllyn2022.jpg,Hefner,Ellyn,87,D,,96,ellyn.hefner@okhouse.gov,,2034,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 541.1,405-557-7335,,,,,,,Chelsea Haecherl,chelsia.haecherl@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HilbertKyle2022.jpg,Hilbert,Kyle,29,R,Speaker of the House,1,kyle.hilbert@okhouse.gov,,2028,Creek~ Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 406,405-557-7353,,,,,,,Avery Cluck,avery.cluck@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HildebrantDerrickA241120-342H.jpg,Hildebrant,Derrick,23,R,,22,derrick.hildebrant@okhouse.gov,,2036,Rogers~ Tulsa~ Wagoner,Health & Human Services Oversight,,,,,Veteran & Military Affairs (Vice Chair),,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 305.1,405-557-7379,,,,,,,Karla Monjaraz,karla.monjaraz@okhouse.gov,,,,,,,,,,,,
Oklahoma House,HillBrian.jpg,Hill,Brian,47,R,,47,brian.hill@okhouse.gov,,2030,Canadian,Commerce & Economic Development Oversight (Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 336.4,405-557-7333,,,,,,,,,,,,,,,,,,,,
Oklahoma House,HumphreyJJ_hat.jpg,Humphrey,Justin ,19,R,,48,justin.humphrey@okhouse.gov,,2028,Atoka~ Bryan~ Choctaw~ Pushmataha,Commerce & Economic Development Oversight~Judiciary & Public Safety Oversight,,Tourism (Vice Chair),,,,,Public Safety (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 301,405-557-7382,,,,,,,LaToya Alexander,latoya.alexander@okhouse.gov,,,,,,,,,,,,
Oklahoma House,JenkinsMollyA241121-30H.jpg,Jenkins,Molly,33,R,,92,molly.jenkins@okhouse.gov,,2036,Logan~ Payne,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 330.1,405-557-7304,,,,,,,Kaley Mills,kaley.mills@okhouse.gov,,,,,,,,,,,,
Oklahoma House,JohnsRonny.jpg,Johns ,Ronny,25,R,,49,ronny.johns@okhouse.gov,,2030,McClain~Pontotoc~Pottawatomie,Commerce & Economic Development Oversight,,Transportation (Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 243.2,405-557-7336,,,,,,,Kristi Kelley,kristi.kelley@okhouse.gov,,,,,,,,,,,,
Oklahoma House,KaneJohnA241031-7H.jpg,Kane  ,John,11,R,Appropriations Vice Chair,10,john.kane@okhouse.gov,,2034, Tulsa~ Washington,Appropriations (Vice Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 202.2,405-557-7358,,,,,,,Jan Tupps,jan.tupps@okhouse.gov,,,,,,,,,,,,
Oklahoma House,KannadyChris.jpg,Kannady,Chris,91,R,Counselor to the Speaker,15,chris.kannady@okhouse.gov,,2026,Cleveland,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 240,405-557-7337,,,,,,,Zach Swift,zach.swift@okhouse.gov,,,,,,,,,,,,
Oklahoma House,KelleyMikeA241121-5H.jpg,Kelley,Mike,60,R,,45,Mike.kelley@okhouse.gov,,2036, Canadian,Education Oversight,,,,County & Municipal Government (Vice Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 464,405-557-7311,,,,,,,Leslie Smith-Haddad ,leslie.haddad@okhouse.gov,,,,,,,,,,,,
Oklahoma House,KendrixGerrid.jpg,Kendrix,Gerrid,52,R,Assistant Floor Leader,16,gerrid.kendrix@okhouse.gov,,2032,Greer~ Harmon~ Jackson~ Kiowa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 347.1 ,405-557-7369,,,,,,,Melanie Morriss,melanie.morriss@okhouse.gov,,,,,,,,,,,,
Oklahoma House,KerbsDell.jpg,Kerbs,Dell,26,R,,52,dell.kerbs@okhouse.gov,,2028,Pottawatomie,Education Oversight (Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 407,405-557-7345,,,,,,,Lizzie Smith,lizzie.smith@okhouse.gov,,,,,,,,,,,,
Oklahoma House,LawsonMark.jpg,Lawson,Mark,30,R,Majority Leader,6,mark.lawson@okhouse.gov,,2028,Creek~ Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 204.2,405-557-7414,,,,,,,Jan Tupps,jan.tupps@okhouse.gov,,,,,,,,,,,,
Oklahoma House,LayMikeA241121-58H.jpg,Lay,Mike,68,R,,83,mike.lay@okhouse.gov,,2036,Creek~ Tulsa,Commerce & Economic Development Oversight,,Business (Vice Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 248.1,405-557-7340,,,,,,,Dana Moore,dana.moore@okhouse.gov,,,,,,,,,,,,
Oklahoma House,LepakMark1.jpg,Lepak,Mark,9,R,,54,mark.lepak@okhouse.gov,,2026,Rogers~Tulsa,Government Oversight,,,,"Banking, Financial Services & Pensions (Chair)",,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 453.2,405-557-7380,,,,,,,Elisabeth Schlebach,elisabeth.schlebach@okhouse.gov,,,,,,,,,,,,
Oklahoma House,LoweDick.jpg,Lowe,Dick,56,R,,55,dick.lowe@okhouse.gov,,2032,Caddo~ Grady~ Kiowa,Education Oversight,,,Common Education (Chair),,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 547.1,405-557-7401,,,,,,,Holley Fulton,holley.fulton@okhouse.gov,,,,,,,,,,,,
Oklahoma House,LoweJason2022.jpg,Lowe,Jason,97,D,,44,jason.lowe@okhouse.gov,,2028,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 501.2,405-557-7367,,,,,,,Peyton Burnham,peyton.burnham@okhouse.gov,,,,,,,,,,,,
Oklahoma House,Luttrell-Ken.jpg,Luttrell,Ken,37,R,,56,ken.luttrell@okhouse.gov,,2026,Kay~ Osage,Appropriations~Energy & Natural Resources Oversight,Select Agencies (Chair),,,,,Energy (Vice Chair),,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 405.2,405-557-7355,,,,,,,Baylee Behrens,baylee.behrens@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MangerRobertH.jpg,Manger,Robert,101,R,,57,robert.manger@okhouse.gov,,2030,Oklahoma ,Judiciary & Public Safety Oversight (Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 456.1,405-557-7395,,,,,,,Krista Carroll,krista.carroll@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MartiTJ.jpg,Marti ,T.J.,75,R,,58,tj.marti@okhouse.gov,,2030,Tulsa,Appropriations~Health & Human Services Oversight,Health (Vice Chair),,,,"Alcohol, Tobacco and Controlled Substances (Chair)",,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 500.3,405-557-7356,,,,,,,Stacie Rathbun,stacie.rathbun@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MayStanHB2403019-6.jpg,May,Stan,80,R,Caucus Chair,11,stan.may@okhouse.gov,,2030,Tulsa,Government Oversight,,,,"Banking, Financial Services & Pensions (Vice Chair)",,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 300.4,405-557-7338,,,,,,,Steve Wolfe,steve.wolfe@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MaynardCody2022.jpg,Maynard,Cody,21,R,,15,cody.maynard@okhouse.gov,,2034,Bryan~Marchall,Commerce & Economic Development Oversight,,Gov Modern & Tech (Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 341.2,405-557-7366,,,,,,,Kate Compton,kate.compton@okhouse.gov,,,,,,,,,,,,
Oklahoma House,McCaneMichelle.jpg,McCane,Michelle,72,D,,10,Michelle.mccane@okhouse.gov,,2036,Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 502.1,405-557-7391,,,,,,,Toni Doake,toni.doake@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MenzAnnie2022.jpg,Menz,Annie,45,D,,25,annie.menz@okhouse.gov,,2034,Cleveland,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 511.2,405-557-7386,,,,,,,Melanie Sifuentes,melanie.sifuentes@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MillerNicole.jpg,Miller,Nicole,82,R,,64,nicole.miller@okhouse.gov,,2030,Oklahoma,Appropriations,Transportation (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 452.2,405-557-7357,,,,,,,Megan Curry,megan.curry@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MooreAnthony.jpg,Moore,Anthony,57,R,Speaker Pro Tem,2,anthony.moore@okhouse.gov,,2032,Beckham~ Custer~Roger Mills,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 260.1,405-557-7325,,,,,,,Dee Lemon,dee.lemon@okhouse.gov,,,,,,,,,,,,
Oklahoma House,MunsonCyndi2023.jpg,Munson,Cyndi,85,D,Democratic Leader,30,cyndi.munson@okhouse.gov,,2028,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 540,405-557-7392,,,,,,,Ashley Schultz,ashely.schultz@okhouse.gov,,,,,,,,,,,,
Oklahoma House,NewtonCarl.jpg,Newton,Carl,58,R,,67,carl.newton@okhouse.gov,,2028,Alfalfa~Garfield~ Major~ Woods~ Woodward,Health & Human Services Oversight (Chair)~Appropriations,Natural Resources (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 507,405-557-7339,,,,,,,Krista Reppond,krista.reppond@okhouse.gov,,,,,,,,,,,,
Oklahoma House,OlsenJim2023.jpg,Olsen,Jim,2,R,,69,jim.olsen@okhouse.gov,,2030,Sequoyah,Government Oversight,,,,Elections & Ethics (Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 202.1,405-557-7315,,,,,,,Martha Perry,marthaperry@okhouse.gov,,,,,,,,,,,,
Oklahoma House,OsburnMike.jpg,Osburn,Mike,81,R,,70,mike.osburn@okhouse.gov,,2028,Oklahoma,Rules (Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 246.2,405-557-7360,,,,,,,Melissa Nash,melissa.nash@okhouse.gov,,,,,,,,,,,,
Oklahoma House,PaeDaniel2023.jpg,Pae,Daniel,62,R,Assistant Whip,18,daniel.pae@okhouse.gov,,2030,Comanche,Appropriations~Health & Human Services Oversight,Human (Chair),,,,"Children, Youth & Family Services (Vice Chair)",,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 336.1,405-557-7374,,,,,,,Ahlyia Ralston,ahlyia.ralston@okhouse.gov,,,,,,,,,,,,
Oklahoma House,PatzkowskyKenton.jpg,Patzkowsky,Kenton,61,R,,72,kenton.patzkowsky@okhouse.gov,,2030,Beaver~ Cimarron~ Ellis~ Harper~ Texas~ Woodward,Energy & Natural Resources Oversight,,,,,,Agriculture (Chair),,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 335,405-557-7384,,,,,,,Jenny Dunham,jenny.dunham@okhouse.gov,,,,,,,,,,,,
Oklahoma House,PfeifferJohn1.jpg,Pfeiffer,John,38,R,Deputy Floor Leader,4,john.pfeiffer@okhouse.gov,,2026,Garfield~ Grant~ Kay~ Logan~ Noble,Energy & Natural Resources Oversight (Vice Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 456.1,405-557-7332,,,,,,,Krista Carroll,krista.carroll@okhouse.gov,,,,,,,,,,,,
Oklahoma House,PittmanAjayH.jpg,Pittman,Ajay,99,D,,74,ajay.pittman@okhouse.gov,,2030,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 544.2,405-557-7393,,,,,,,Lynae Dowell,lynae.dowell@okhouse.gov,,,,,,,,,,,,
Oklahoma House,PogemillerEllenA241121-8H.jpg,Pogemiller,Ellen,88,D,,94,ellen.pogemiller@okhouse.gov,,2036,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 601,405-557-7396,,,,,,,Nicole Maldonado,nicole.maldonado@okhouse.gov,,,,,,,,,,,,
Oklahoma House,ProvenzanoMelissa.jpg,Provenzano,Melissa,79,D,Assistant Democratic Leader,34,melissa.provenzano@okhouse.gov,,2030,Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 543.2,405-557-7330,,,,,,,Connie Riley,connie.riley@okhouse.gov,,,,,,,,,,,,
Oklahoma House,RansonTrish.jpg,Ranson,Trish,34,D,Democratic Caucus Chair,35,trish.ranson@okhouse.gov,,2030,Payne,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 502.2,405-557-7411,,,,,,,Toni Doake,toni.doake@okhouse.gov,,,,,,,,,,,,
Oklahoma House,RobertsEric.jpg,Roberts,Eric,83,R,Assistant Whip,20,eric.roberts@okhouse.gov,,2032,Oklahoma,Appropriations~Government Oversight,General Government (Vice Chair),,,General Government (Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 346.2,405-557-7409,,,,,,,Suzanne Callihan,suzanne.callihan@okhouse.gov,,,,,,,,,,,,
Oklahoma House,RoeCindy.jpg,Roe,Cynthia,42,R,,80,cynthia.roe@okhouse.gov,,2030,Cleveland~Garvin~ McClain,Health & Human Services Oversight,,,,,Public Health (Chair),,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 242.1,405-557-7365,,,,,,,Monica King,monica.king@okhouse.gov,,,,,,,,,,,,
Oklahoma House,RosecrantsJacob.jpg,Rosecrants,Jacob,46,D,,81,jacob.rosecrants@okhouse.gov,,2030,Cleveland,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 503.2,405-557-7329,,,,,,,Montana Macrae-Matilla,montana.matilla@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SchreiberSuzanne2022.jpg,Schreiber,Suzanne,70,D,,31,suzanne.schreiber@okhouse.gov,,2034,Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 541.2,405-557-7359,,,,,,,Chelsea Haecherl,chelsea.haecherl@okhouse.gov,,,,,,,,,,,,
Oklahoma House,ShawJim.jpg,Shaw,Jim,32,R,,21,jim.shaw@okhouse.gov,,2036,Lincoln~ Logan,Government Oversight,,,,State Powers (Vice Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 200,405-557-7368,,,,,,,Tammie Wright,tammie.wright@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SmithDavid.jpg,Smith,David,18,R,,84,david.smith@okhouse.gov,,2030,Coal~ Hughes~ Okfuskee~ Pittsburg,Health & Human Services Oversight,,,,,Veteran & Military Affairs (Chair),,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 334.1,405-557-7376,,,,,,,Carla Ray,carla.ray@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SneedChris.jpg,Sneed,Chris,14,R,,85,chris.sneed@okhouse.gov,,2030,Cherokee~ Muskogee~Wagoner,Commerce & Economic Development Oversight,,Insurance (Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 404.2,405-557-7310,,,,,,,Carol Sommer,carol.sommer@okhouse.gov,,,,,,,,,,,,
Oklahoma House,StairesClay2022.jpg,Staires,Clay,66,R,,68,clay.staires@okhouse.gov,,2034,Osage~ Tulsa,Appropriations,Select Agencies (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 546.1,405-557-7390,,,,,,,Genese Gunter,genese.gunter@okhouse.gov,,,,,,,,,,,,
Oklahoma House,StarkMarilyn.jpg,Stark,Marilyn,100,R,,86,marilyn.stark@okhouse.gov,,2030,Oklahoma,Health & Human Services Oversight,,,,,Public Health (Vice Chair),,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 341.1,405-557-7403,,,,,,,Kate Compton,kate.compton@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SteagallJay.jpg,Steagall,Jay,43,R,,87,jay.steagall@okhouse.gov,,2030,Canadian,Government Oversight,,,,State Powers (Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 347.2,405-557-7352,,,,,,,Melanie Morris ,melanie.morris@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SterlingDanny.jpg,Sterling,Danny,27,R,,89,danny.sterling@okhouse.gov,,2030,Cleveland~ Pottawatomie,Appropriations,Judiciary (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 247,405-557-7349,,,,,,,Annie Blassingame,annie.blassingame@okhouse.gov,,,,,,,,,,,,
Oklahoma House,StewartRonald.jpg,Stewart,Ron,73,D,,19,ron.stewart@okhouse.gov,,2036,Osage~ Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 503.1,405-557-7406,,,,,,,Montana Macrae-Matilla,montana.matilla@okhouse.gov,,,,,,,,,,,,
Oklahoma House,StinsonPreston.jpg,Stinson,Preston,96,R,,90,preston.stinson@okhouse.gov,,2032,Oklahoma,Appropriations,Health (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 260.2,405-557-7400,,,,,,,Dee Lemon,dee.lemon@okhouse.gov,,,,,,,,,,,,
Oklahoma House,Strom-Judd.jpg,Strom,Judd,10,R,,91,judd.strom@okhouse.gov,,2030,Nowata~ Osage~ Washington,Appropriations,General Government (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 455,405-557-7402,,,,,,,Jamie Layne,jamie.layne@okhouse.gov,,,,,,,,,,,,
Oklahoma House,SwopeAmanda2022.jpg,Swope,Amanda,71,D,,29,amanda.swope@okhouse.gov,,2034,Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 603,405-557-7361,,,,,,,Karla Stewart,Karla.stewart@okhouse.gov,,,,,,,,,,,,
Oklahoma House,TedfordMark2022.jpg,Tedford,Mark,69,R,,6,mark.tedford@okhouse.gov,,2034,Tulsa,Commerce & Economic Development Oversight (Vice Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 546,405-557-7331,,,,,,,Genese Gunter,genese.gunter@okhouse.gov,,,,,,,,,,,,
Oklahoma House,TownleyTammy2022.jpg,Townley,Tammy,48,R,,93,tammy.townley@okhouse.gov,,2030,Carter~ Garvin~ Murray,Commerce & Economic Development Oversight,,Tourism (Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 303.1,405-557-7326,,,,,,,Audra Brice,audra.brice@okhouse.gov,,,,,,,,,,,,
Oklahoma House,TurnerTimA241120-287H.jpg,Turner,Tim,15,R,,76,tim.turner@okhouse.gov,,2036,Haskell~ LeFlore~ McIntosh~ Muskogee~ Pittsburg~ Sequoyah,Appropriations,Public Safety (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 405.1,405-557-7375,,,,,,,Baylee Behrens,baylee.behrens@okhouse.gov,,,,,,,,,,,,
Oklahoma House,,,Vacant,74,,,19,,,,Rogers~ Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 243.1,405-557-7377,,,,,,,Kristi Kelley,kristi.kelley@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WaldronJohn.jpg,Waldron,John,77,D,Democratic Caucus Vice-Chair/Secretary,33,john.waldron@okhouse.gov,,2030,Tulsa,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 544.1,405-557-7410,,,,,,,Lynae Dowell,lynae.dowell@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WestJoshHA240903-2.jpg,West,Josh,5,R,Majority Floor Leader,3,josh.west@okhouse.gov,,2028,Delaware~ Mayes,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 205,405-557-7415,,,,,,,Keri Shipley,keri.shipley@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WestKevin.jpg,West,Kevin,54,R,,88,kevin.west@okhouse.gov,,2028,Cleveland~ Oklahoma,Government Oversight (Chair),,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 332.1,405-557-7343,,,,,,,Lauren Hutson,lauren.hutson@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WestRick.jpg,West,Rick,3,R,,98,rick.west@okhouse.gov,,2030,LeFlore,Energy & Natural Resources Oversight,,,,,,Agriculture (Vice Chair),,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 330.2,405-557-7413,,,,,,,Kaley Mills,kaley.mills@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WestTammy.jpg,West,Tammy,84,R,Majority Whip,7,tammy.west@okhouse.gov,,2028,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 455.1,405-557-7348,,,,,,,Kellee Armour,kellee.armour@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WilkJonathan.jpg,Wilk,Jonathan,20,R,,33,jonathan.wilk@okhouse.gov,,2036,Cleveland~ McClain,Commerce & Economic Development Oversight,,Transportation (Vice Chair),,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 340.2,405-557-7308,,,,,,,Pam Rector,pam.rector@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WilliamsDanny.jpg,Williams,Danny,28,R,,99,danny.williams@okhouse.gov,,2032,Pottawatomie~ Seminole,Health & Human Services Oversight,,,,,"Children, Youth & Family Services (Chair)",,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 404.1,405-557-7372,,,,,,,Carol Sommer,carol.sommer@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WolfleyMax.jpg,Wolfley,Max,95,R,,100,max.wolfley@okhouse.gov,,2032,Oklahoma,Education Oversight,,,Secondary Education (Vice Chair),,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 346.1,405-557-7314,,,,,,,Suzanne Callihan,suzanne.callihan@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WoolleyGabe.jpg,Woolley,Gabe,98,R,,36,gabe.woolley@okhouse.gov,,2036,Tulsa~ Wagoner,Government Oversight,,,,General Government (Vice Chair),,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 500.2,405-557-7362,,,,,,,Stacie Rathbun,stacie.rathbun@okhouse.gov,,,,,,,,,,,,
Oklahoma House,WorthenRande.jpg,Worthen,Rande,64,R,,101,rande.worthen@okhouse.gov,,2028,Comanche,Judiciary & Public Safety Oversight,,,,,,,Criminal (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 302.1,405-557-7398,,,,,,,Glenda Mollman,glenda.mollman@okhouse.gov,,,,,,,,,,,,
Oklahoma Judiciary,JusticeCombs.jpg,Combs,Douglas L.,,,,6,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeEdmondson.jpg,Edmondson,James  E.,,,,5,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeDarby.jpg,Darby,Richard,,,,8,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeKauger.jpg,Kauger,Yvonne,,,,3,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeKuehn.jpg,Kuehn,Dana,,, Vice Chief Justice,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeGurich.jpg,Gurich,Noma,,,,7,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,JusticeRowe.jpg,Rowe,Dustin P.,,,Chief Justice,2,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
