Type,Photo,Last Name,First Name,District #,Party,Title/leadership,Sort Order,E-mail,Website,Term limit,Counties covered,Standing Committee,Appropriations Subcommittee,Office address,Office city,Office state,Office zip,Office Rm #,Office phone,Home address,Home city,Home state,Home zip,District Phone,LA name,Predecessor,Cooperative Name,Cooperative Logo Filename,Twitter,Facebook,LinkedIn,Miles of Line,Active Meters,Employees,Active Meters/Mile,Co-op Type,Co-op Region Name
Oklahoma House,HenkeKatie.jpg,Henke,Katie,71,R,Majority Caucus Secretary,9,katie.henke@okhouse.gov ,,2024,Tulsa,Common Education~ Higher Ed & Career Tech~ Transportation,Education (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,244B,405-557-7361,,Tulsa,,,,Vickie Thomas,,,,,,,,,,,,
Oklahoma House,HickmanJeff.jpg,Hickman,Jeffrey W.,58,R,Speaker of the House,1,jwhickman@okhouse.gov ,,2016,Alfalfa~ Major~ Woods~ Woodward,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,401,405-557-7339,,Dacoma,,,,Leia Laird,,,,,,,,,,,,
Oklahoma House,HoskinChuck.jpg,Hoskin,Chuck,6,D,Minority Whip,13,chuck.hoskin@okhouse.gov ,,2018,Craig~ Mayes~ Rogers,Appropriations & Budget~ Veterans & Military Affairs,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,509,405-557-7319,,Vinita,,,,Pam King,,,,,,,,,,,,
Oklahoma House,InmanScott.jpg,Inman,Scott,94,D,Minority Leader,10,scott.inman@okhouse.gov ,,2018,Oklahoma,Appropriations & Budget~ Energy & Natural Resources,Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,548,405-557-7370,,Del City,,,,Jacquelyn Walsh,,,,,,,,,,,,
Oklahoma House,JohnsonDennis.jpg,Johnson,Dennis,50,R,,,dennis.johnson@okhouse.gov ,,2018,Jefferson~ Stephens,Appropriations & Budget~ Energy & Natural Resources~ Public Safety,General Government (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,407,405-557-7327,,Duncan,,,,Audra Brice,,,,,,,,,,,,
Oklahoma House,JordanJohnPaul.jpg,Jordan,John Paul,43,R,,,jp.jordan@okhouse.gov,,2026,Canadian,"Children, Youth & Family Services~ Common Education~ Government Oversight & Accountability (Vice Chair)",Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,328B,405-557-7352,,Yukon,,,,Kari Wilson,,,,,,,,,,,,
Oklahoma House,JoynerCharlie.jpg,Joyner,Charlie,95,R,,,charlie.joyner@okhouse.gov ,,2018,Oklahoma,"Business, Labor & Retirement Laws~ Elections & Ethics~ Transportation (Chair)",Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,436,405-557-7314,,Midwest City,,,,Madeline Baldwin,,,,,,,,,,,,
Oklahoma House,KannadyChris.jpg,Kannady,Chris,91,R,,,chris.kannady@okhouse.gov,,2026,Cleveland,Higher Ed & Career Tech~ Judiciary & Civil Procedure~ Rules,Judiciary (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,246A,405-557-7337,,Oklahoma City,,,,Debbie Blair,,,,,,,,,,,,
Oklahoma House,KernSally.jpg,Kern,Sally,84,R,,,sallykern@okhouse.gov ,,2016,Oklahoma,"Children, Youth & Family Services (Chair)~ Common Education~ State & Federal Relations",Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,304,405-557-7348,,Oklahoma City,,,,Missy Liston,,,,,,,,,,,,
Oklahoma House,KirbyDan.jpg,Kirby,Dan,75,R,,,dan.kirby@okhouse.gov ,,2020,Tulsa,"County & Municipal Government~ Economic Development, Commerce & Real Estate (Chair)~ Insurance",Public Safety,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,302A,405-557-7356,,Tulsa,,,,Hollie Bishop,,,,,,,,,,,,
Oklahoma House,KouplenSteve.jpg,Kouplen,Steve,24,D,Minority Caucus Vice Chair,15,steve.kouplen@okhouse.gov ,,2020,Hughes~ Okfuskee~ Okmulgee,Ag & Rural Development~ Energy & Natural Resources~ Insurance,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,541,405-557-7306,,Beggs,,,,Amy Hicks,,,,,,,,,,,,
Oklahoma House,LeewrightJames.jpg,Leewright,James,29,R,,,james.leewright@okhouse.gov,,2026,Creek~ Tulsa,Banking & Financial Services (Vice Chair)~ Government Oversight & Accountability~ Higher Ed & Career Tech,Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,204B,405-557-7353,,Bristow,,,,Natasha Holliday,,,,,,,,,,,,
Oklahoma House,LepakMark.jpg,Lepak,Mark,9,R,,,mark.lepak@okhouse.gov,,2026,Rogers,State & Federal Relations~ State Government Operations (Vice Chair)~ Tourism & International Relations,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,328A,405-557-7380,,Claremore,,,,Robin Andrew/Debbie Blair,,,,,,,,,,,,
Oklahoma House,LockhartJames.jpg,Lockhart,James,3,D,,,james.lockhart@okhouse.gov ,,2022,LeFlore,Transportation~ Utilities~ Wildlife,Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,505,405-557-7413,,Heavener,,,,Jacque Walsh,,,,,,,,,,,,
Oklahoma House,LoringBen.jpg,Loring,Ben,7,D,,,ben.loring@okhouse.gov,,2026,Delaware~ Ottawa,Public Safety~ Tourism & International Relations,Judiciary~ Public Safety,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,539B,405-557-7399,,Miami,,,,Jane Iverson-Ross,,,,,,,,,,,,
Oklahoma House,MartinScott.jpg,Martin,Scott,46,R,,,scott.martin@okhouse.gov ,,2018,Cleveland,Appropriations & Budget~ Banking & Financial Services~ State Government Operations,Education (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,441,405-557-7329,,Norman,,,,Vickie Thomas,,,,,,,,,,,,
Oklahoma House,MatthewsKevin.jpg,Matthews,Kevin,73,D,,,kevin.matthews@okhouse.gov ,,2024,Osage~ Tulsa,"County & Municipal Government~ Economic Development, Commerce & Real Estate~ Public Safety",Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,510,405-557-7406,,Tulsa,,,,Gracie Monson,,,,,,,,,,,,
Oklahoma House,McBrideMark.jpg,McBride,Mark,53,R,,,mark.mcbride@okhouse.gov ,,2024,Cleveland,"Business, Labor & Retirement Laws~ Energy & Natural Resources (Vice Chair)~ Utilities",Public Safety,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,248,405-557-7346,,Moore,,,,Angie Robinson,,,,,,,,,,,,
Oklahoma House,McCallCharles.jpg,McCall,Charles,22,R,,,charles.mccall@okhouse.gov ,,2024,Atoka~ Garvin~ Johnston~ Murray,"Appropriations & Budget~ Banking & Financial Services~ Economic Development, Commerce & Real Estate",Revenue & Taxation (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,244,405-557-7412,,Atoka,,,,Linda James,,,,,,,,,,,,
Oklahoma House,McCulloughMark.jpg,McCullough,Mark,30,R,,,mark.mccullough@okhouse.gov ,,2018,Creek~ Tulsa,Appropriations & Budget~ Criminal Justice & Corrections~ Judiciary & Civil Procedure,Judiciary (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,435A,405-557-7414,,Sapulpa,,,,Chris Coulter,,,,,,,,,,,,
Oklahoma House,McDanielJeannie.jpg,McDaniel,Jeannie,78,D,,,jeanniemcdaniel@okhouse.gov ,,2016,Tulsa,Appropriations & Budget~ Common Education~ Long-term Care & Senior Services (Vice Chair)~ Public Health,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,508,405-557-7334,,Tulsa,,,,Kandi Hoehner,,,,,,,,,,,,
Oklahoma House,McDanielRandy.jpg,McDaniel,Randy,83,R,,,randy.mcdaniel@okhouse.gov ,,2018,Oklahoma,"Appropriations & Budget~ Business, Labor & Retirement Laws (Chair)~ Economic Development, Commerce & Real Estate~ Insurance",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,438,405-557-7409,,Edmond,,,,Chris Biggs,,,,,,,,,,,,
Oklahoma House,McPeakJerry.jpg,McPeak,Jerry,13,D,Minority Caucus Chair,14,jerrymcpeak@okhouse.gov ,,2016,McIntosh~ Muskogee,Appropriations & Budget~ Energy & Natural Resources~ Transportation,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,503,405-557-7302,,Warner,,,,Janice Stotts,,,,,,,,,,,,
Oklahoma House,MontgomeryJohnMIchael.jpg,Montgomery,John Michael,62,R,,,john.montgomery@okhouse.gov,,2026,Comanche,Administrative Rules (Vice Chair)~ Environmental Law~ Tourism & International Relations,Health,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,329B,405-557-7374,,Lawton,,,,Martha Perry,,,,,,,,,,,,
Oklahoma House,MooreLewis.jpg,Moore,Lewis,96,R,,,lewis.moore@okhouse.gov ,,2020,Oklahoma,Environmental Law~ Insurance~ State & Federal Relations (Chair),Health,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,329,405-557-7400,,Arcadia,,,,Denise Crosswhite Hader,,,,,,,,,,,,
Oklahoma House,MorrissetteRichard.jpg,Morrissette,Richard,92,D,,,richardmorrissette@okhouse.gov ,,2016,Oklahoma,"Appropriations & Budget~ Economic Development, Commerce & Real Estate~ Judiciary & Civil Procedure~ State Government Operations",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,543,405-557-7404,,Oklahoma City,,,,Jackie Brink Rosen,,,,,,,,,,,,
Oklahoma House,MulreadyGlen.jpg,Mulready,Glen,68,R,,,glen.mulready@okhouse.gov ,,2022,Creek~ Tulsa,Administrative Rules~ Insurance (Chair)~ Public Health,Health,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,200,405-557-7340,,Tulsa,,,,Hollie Bishop,,,,,,,,,,,,
Oklahoma House,MurdockCasey.jpg,Murdock,Casey,61,R,,,casey.murdock@okhouse.gov,,2026,Beaver~ Cimarron~ Ellis~ Harper~ Texas~ Woodward,Transportation (Vice Chair)~ Utilities~ Wildlife,Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,301,405-557-7384,,Felt,,,,Chris Coulter,,,,,,,,,,,,
Oklahoma House,MurpheyJason.jpg,Murphey,Jason,31,R,,,jason.murphey@okhouse.gov ,,2018,Logan~ Oklahoma,County & Municipal Government~ State & Federal Relations~ State Government Operations (Chair),General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,437,405-557-7350,,Guthrie,,,,Sarah Spencer,,,,,,,,,,,,
Oklahoma House,NelsonJason.jpg,Nelson,Jason,87,R,Floor Leader,4,jason.nelson@okhouse.gov ,,2020,Oklahoma,"Appropriations & Budget~ Children, Youth & Family Services~ Common Education~ Rules (Vice Chair)",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,305A,405-557-7335,,Oklahoma City,,,,Megan Winburn,,,,,,,,,,,,
Oklahoma House,NewellTom.jpg,Newell,Tom,28,R,,,tom.newell@okhouse.gov ,,2022,Pottawatomie~ Seminole,"Business, Labor & Retirement Laws~ Children, Youth & Family Services~ Government Oversight & Accountability (Chair)",Revenue & Taxation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,302,405-557-7372,,Seminole,,,,Debby Morales,,,,,,,,,,,,
Oklahoma House,NollanJadine.jpg,Nollan,Jadine,66,R,,,jadine.nollan@okhouse.gov ,,2022,Osage~ Tulsa,"Alcohol, Tobacco & Controlled Substances~ Common Education~ Long-term Care & Senior Services (Chair)",Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,333,405-557-7390,,Sand Springs,,,,Chris Biggs,,,,,,,,,,,,
Oklahoma House,O'DonnellTerry.jpg,O'Donnell,Terry,23,R,,,terry.odonnell@okhouse.gov ,,2024,Rogers~ Tulsa~ Wagoner,Criminal Justice & Corrections (Vice Chair)~ Judiciary & Civil Procedure~ Transportation,Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,242,405-557-7379,,Catoosa,,,,Dee Lemon,,,,,,,,,,,,
Oklahoma House,OrtegaCharles.jpg,Ortega,Charles,52,R,Majority Leader,3,charles.ortega@okhouse.gov ,,2020,Greer~ Harmon~ Jackson~ Kiowa,"Appropriations & Budget~ Business, Labor & Retirement Laws~ Energy & Natural Resources~ Tourism & International Relations",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,442,405-557-7369,,Altus,,,,Jamie Hudson,,,,,,,,,,,,
Oklahoma House,OsbornLeslie.jpg,Osborn,Leslie,47,R,,,leslie.osborn@okhouse.gov ,,2020,Canadian~ Grady,Appropriations & Budget~ Banking & Financial Services~ Judiciary & Civil Procedure,Natural Resources & Regulatory Services (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,303B,405-557-7333,,Mustang,,,,Cheri Snipes,,,,,,,,,,,,
Oklahoma House,OwnbeyPat.jpg,Ownbey,Pat,48,R,,,pat.ownbey@okhouse.gov ,,2020,Carter~ Garvin~ Murray,"Appropriations & Budget~ Children, Youth & Family Services~ Public Safety",Human Services (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,334,405-557-7326,,Ardmore,,,,Debbie Blair,,,,,,,,,,,,
Oklahoma House,ParkScooter.jpg,Park,Scooter,65,R,,,scooter.park@okhouse.gov,,2026,Caddo~ Comanche~ Cotton~ Grady~ Stephens,Ag & Rural Development~ County & Municipal Government (Vice Chair)~ Wildlife,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,338,405-557-7305,,Devol,,,,Cindy Stevens,,,,,,,,,,,,
Oklahoma House,PerrymanDavid.jpg,Perryman,David,56,D,Minority Caucus Secretary,16,david.perryman@okhouse.gov ,,2024,Caddo~ Grady~ Kiowa,"Business, Labor & Retirement Laws~ Elections & Ethics",General Government~ Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,540,405-557-7401,,Chickasha,,,,Pam King,,,,,,,,,,,,
Oklahoma House,PetersonPam.jpg,Peterson,Pam,67,R,,,pampeterson@okhouse.gov ,,2016,Tulsa,"Appropriations & Budget~ Children, Youth & Family Services (Vice Chair)~ Criminal Justice & Corrections (Chair)~ Public Safety",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,405,405-557-7341,,Tulsa,,,,Celia Scott,,,,,,,,,,,,
Oklahoma House,PfeifferJohn.jpg,Pfeiffer,John,38,R,,,john.pfeiffer@okhouse.gov,,2026,Garfield~ Grant~ Kay~ Logan~ Noble,Ag & Rural Development~ State Government Operations~ Veterans & Military Affairs,Natural Resources & Regulatory Services (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,301,405-557-7332,,Mulhall,,,,Melinda Goodwin,,,,,,,,,,,,
Oklahoma House,ProctorEric.jpg,Proctor,Eric,77,D,Asst. Minority Leader,12,eric.proctor@okhouse.gov ,,2018,Rogers~ Tulsa,Banking & Financial Services~ Energy & Natural Resources~ State & Federal Relations~ Transportation,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,540A,405-557-7410,,Tulsa,,,,Pam King,,,,,,,,,,,,
Oklahoma House,PruettRC.jpg,Pruett,R.C.,19,D,,,rcpruett@okhouse.gov ,,2016,Atoka~ Bryan~ Choctaw~ Pushmataha,Rules~ Tourism & International Relations (Vice Chair)~ Utilities,Public Safety,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,501,405-557-7382,,Antlers,,,,Kandi Hoehner,,,,,,,,,,,,
Oklahoma House,RenegarBrian.jpg,Renegar,Brian,17,D,,,brian.renegar@okhouse.gov ,,2018,Latimer~ LeFlore~ Pittsburg,"Ag & Rural Development~ Economic Development, Commerce & Real Estate~ Public Safety",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,504,405-557-7381,,McAlester,,,,Janice Stotts,,,,,,,,,,,,
Oklahoma House,RitzeMike.jpg,Ritze,Mike,80,R,,,mike.ritze@okhouse.gov ,,2020,Tulsa~ Wagoner,Long-term Care & Senior Services~ Public Health (Chair)~ Public Safety,Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,433B,405-557-7338,,Broken Arrow,,,,Natasha Holliday,,,,,,,,,,,,
Oklahoma House,RobertsDustin.jpg,Roberts,Dustin,21,R,,,dustin.roberts@okhouse.gov ,,2022,Bryan,"Economic Development, Commerce & Real Estate~ Tourism & International Relations~ Veterans & Military Affairs (Chair)",Transportation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,302B,405-557-7366,,Durant,,,,Hollie Bishop,,,,,,,,,,,,
Oklahoma House,RobertsSean.jpg,Roberts ,Sean,36,R,,,sean.roberts@okhouse.gov ,,2022,Osage~ Tulsa,County & Municipal Government (Chair)~ Energy & Natural Resources~ Public Health,Health,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,250,405-557-7322,,Hominy,,,,Missy Liston,,,,,,,,,,,,
Oklahoma House,RogersMichael.jpg,Rogers,Michael,98,R,,,michael.rogers@okhouse.gov,,2026,Tulsa~ Wagoner,Common Education (Vice Chair)~ Elections & Ethics~ Insurance,Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,300B,405-557-7362,,Broken Arrow,,,,Natasha Holliday,,,,,,,,,,,,
Oklahoma House,RousselotWade.jpg,Rousselot,Wade,12,D,,,waderousselot@okhouse.gov ,,2016,Wagoner,Ag & Rural Development~ Appropriations & Budget,Human Services (Vice Chair)~ Revenue & Taxation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,507,405-557-7388,,Wagoner,,,,Jane Iverson-Ross,,,,,,,,,,,,
Oklahoma House,RussTodd.jpg,Russ,Todd,55,R,,,todd.russ@okhouse.gov ,,2022,Beckham~ Greer~ Kiowa~ Roger Mills~ Washita,Administrative Rules~ Appropriations & Budget~ Banking & Financial Services (Chair)~ Insurance,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,300,405-557-7312,,Cordell,,,,Debby Morales,,,,,,,,,,,,
Oklahoma House,SandersMike.jpg,Sanders,Mike,59,R,,,mike.sanders@okhouse.gov ,,2020,Blaine~ Canadian~ Dewey~ Kingfisher~ Woodward,Ag & Rural Development~ Appropriations & Budget~ Energy & Natural Resources,Transportation (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,205,405-557-7407,,Kingfisher,,,,Billie Uhlenhake,,,,,,,,,,,,
Oklahoma House,ScottSeneca.jpg,Scott,Seneca,72,D,,,seneca.scott@okhouse.gov ,,2020,Tulsa,Energy & Natural Resources~ Government Oversight & Accountability~ State & Federal Relations,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,510,405-557-7391,,Tulsa,,,,Gracie Monson,,,,,,,,,,,,
Oklahoma House,SearsEarl.jpg,Sears,Earl,11,R,,,earl.sears@okhouse.gov ,,2018,Rogers~ Tulsa~ Washington,Appropriations & Budget (Chair),,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,432D,405-557-7358,,Bartlesville,,,,Melinda Goodwin,,,,,,,,,,,,
Oklahoma House,SheltonMike.jpg,Shelton,Mike,97,D,,,mikeshelton@okhouse.gov ,,2016,Oklahoma,Administrative Rules~ Banking & Financial Services~ Insurance,Health,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,539,405-557-7367,,Oklahoma City,,,,Tanisha Woods,,,,,,,,,,,,
Oklahoma House,SherrerBen.jpg,Sherrer,Ben,8,D,Minority Floor Leader,11,bensherrer@okhouse.gov ,,2016,Mayes~ Rogers~ Wagoner,"Appropriations & Budget~ Children, Youth & Family Services~ Criminal Justice & Corrections~ Judiciary & Civil Procedure",,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,500,405-557-7364,,Choteau,,,,Debra Smith,,,,,,,,,,,,
Oklahoma House,ShoemakeJerry.jpg,Shoemake,Jerry,16,D,,,jerryshoemake@okhouse.gov ,,2016,Muskogee~ Okmulgee~ Tulsa~ Wagoner,Ag & Rural Development~ Rules~ Veterans & Military Affairs (Vice Chair),Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,506,405-557-7373,,Morris,,,,Connie Riley,,,,,,,,,,,,
Oklahoma House,StoneShane.jpg,Stone,Shane,89,D,,,shane.stone@okhouse.gov,,2026,Oklahoma,"Business, Labor & Retirement Laws~ Common Education~ Insurance",Revenue & Taxation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,510A,405-557-7397,,Oklahoma City,,,,Jacklyn Brink Rosen,,,,,,,,,,,,
Oklahoma House,StrohmChuck.jpg,Strohm,Chuck,69,R,,,chuck.strohm@okhouse.gov,,2026,Tulsa,"Business, Labor & Retirement Laws (Vice Chair)~ Common Education~ Long-term Care & Senior Services",Revenue & Taxation,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,300C,405-557-7331,,Jenks,,,,Cheri Snipes,,,,,,,,,,,,
Oklahoma House,TadlockJohnny.jpg,Tadlock,Johnny,1,D,,,johnny.tadlock@okhouse.gov,,2026,LeFlore~ McCurtain,County & Municipal Government~ Criminal Justice & Corrections~ Government Oversight & Accountability~ Tourism & International Relations,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,539B,405-557-7363,,Idabel,,,,Jane Iverson-Ross,,,,,,,,,,,,
Oklahoma House,ThomsenTodd.jpg,Thomsen,Todd,25,R,,,todd.thomsen@okhouse.gov ,,2018,Pontotoc,Common Education~ Energy & Natural Resources~ Utilities (Chair),Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,410,405-557-7336,,Ada,,,,Linda James,,,,,,,,,,,,
Oklahoma House,VaughanSteve.jpg,Vaughan,Steve,37,R,,,steve.vaughan@okhouse.gov ,,2022,Kay~ Osage,Ag & Rural Development~ Environmental Law~ Wildlife (Chair),Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,335,405-557-7355,,Ponca City,,,,Audra Brice,,,,,,,,,,,,
Oklahoma House,VirginEmily.jpg,Virgin,Emily,44,D,,,emily.virgin@okhouse.gov ,,2022,Cleveland,Higher Ed & Career Tech~ Judiciary & Civil Procedure,Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,500,405-557-7323,,Norman,,,,Debra Smith,,,,,,,,,,,,
Oklahoma House,WalkerKen.jpg,Walker,Ken,70,R,,,ken.walker@okhouse.gov ,,2024,Tulsa,Administrative Rules~ Public Safety~ State & Federal Relations,Transportation (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,204,405-557-7359,,Tulsa,,,,Billie Uhlenhake,,,,,,,,,,,,
Oklahoma House,WallaceKevin.jpg,Wallace,Kevin,32,R,,,kevin.wallace@okhouse.gov,,2026,Lincoln~ Logan,"Ag & Rural Development~ Business, Labor & Retirement Laws~ Wildlife (Vice Chair)",Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,246B,405-557-7368,,Wellston,,,,Sarah Spencer,,,,,,,,,,,,
Oklahoma House,WatsonWeldon.jpg,Watson,Weldon,79,R,,,weldon.watson@okhouse.gov ,,2018,Tulsa,Energy & Natural Resources (Chair)~ Rules~ Utilities,Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,406,405-557-7330,,Tulsa,,,,Celia Scott,,,,,,,,,,,,
Oklahoma House,WesselhoftPaul.jpg,Wesselhoft,Paul,54,R,,,paulwesselhoft@okhouse.gov ,,2016,Cleveland~ Oklahoma,Appropriations & Budget~ Elections & Ethics (Chair)~ Energy & Natural Resources~ Public Safety,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,328,405-557-7343,,Moore,,,,Kari Wilson,,,,,,,,,,,,
Oklahoma House,WilliamsCory.jpg,Williams,Cory,34,D,,,cory.williams@okhouse.gov ,,2020,Payne,Criminal Justice & Corrections~ Environmental Law~ Higher Ed & Career Tech,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,544,405-557-7411,,Stillwater,,,,Kandi Hoehner,,,,,,,,,,,,
Oklahoma House,WoodJustin.jpg,Wood,Justin,26,R,,,justin.wood@okhouse.gov ,,2024,Pottawatomie,"Alcohol, Tobacco & Controlled Substances~ Energy & Natural Resources~ Higher Ed & Career Tech (Vice Chair)",Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,202,405-557-7345,,Shawnee,,,,Jennifer Cooper,,,,,,,,,,,,
Oklahoma House,WrightHarold.jpg,Wright,Harold,57,R,,,harold.wright@okhouse.gov ,,2020,Beckham~ Blaine~ Caddo~ Canadian~ Custer,Ag & Rural Development~ Appropriations & Budget~ Higher Ed & Career Tech (Chair)~ Rules,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,332,405-557-7325,,Weatherford,,,,Dee Lemon,,,,,,,,,,,,
Oklahoma House,YoungGeorge.jpg,Young,George,99,D,,,george.young@okhouse.gov,,2026,Oklahoma,"Children, Youth & Family Services~ Long-term Care & Senior Services",Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,510B,405-557-7393,,Oklahoma City,,,,Gracie Monson,,,,,,,,,,,,
Oklahoma Senate,AllenMark.jpg,Allen,Mark,4,R,,,allen@oksenate.gov,,2022,LeFlore~ Sequoyah,Ag & Rural Development (Vice Chair)~ Appropriations~ Energy~ Transportation,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,415,405-521-5576,,Spiro,,,,Grace McMillan,,,,,,,,,,,,
Oklahoma Senate,AndersonPatrick.jpg,Anderson,Patrick,19,R,,,anderson@oksenate.gov,,2016,Alfalfa~ Garfield~ Grant~ Kay,Appropriations~ Pensions~ Tourism & Wildlife~ Veterans & Military Affairs (Vice Chair),Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,233,405-521-5630,,Enid,,,,Kathie Darr,,,,,,,,,,,,
Oklahoma Senate,BarringtonDon.jpg,Barrington,Don,31,R,,,barrington@oksenate.gov,,2016,Comanche~ Cotton~ Jefferson~ Stephens~ Tillman,Ag & Rural Development~ Appropriations~ Public Safety (Chair)~ Transportation,Public Safety & Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,232,405-521-5563,,Lawton,,,,Sandra Shelton,,,,,,,,,,,,
Oklahoma Senate,BassRandy.jpg,Bass,Randy,32,D,Minority Floor Leader,13,bass@oksenate.gov,,2018,Comanche,Appropriations~ Energy~ Insurance~ Pensions~ Tourism & Wildlife~ Transportation,General Government~ Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,519,405-521-5567,,Lawton,,,,Donna Ambler,,,,,,,,,,,,
Oklahoma Senate,BiceStephanie.jpg,Bice,Stephanie,22,R,,,bice@oksenate.gov,,2026,Canadian~ Oklahoma,Appropriations~ Business & Commerce (Vice Chair)~ General Government~ Transportation,Select Agencies,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,531,405-521-5592,,Edmond,,,,Anissa Scott,,,,,,,,,,,,
Oklahoma Senate,BingmanBrian.jpg,Bingman,Brian,12,R,President Pro Tempore,1,bingman@oksenate.gov,,2016,Creek~ Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,422,405-521-5528,,Sapulpa,,,,Cheryl Boothe,,,,,,,,,,,,
Oklahoma Senate,BoggsLarry.jpg,Boggs,Larry,7,R,,,boggs@oksenate.gov,,2024,Haskell~ Hughes~ Latimer~ Okfuskee~ Pittsburg,Ag & Rural Development~ Appropriations~ Tourism & Wildlife (Vice Chair)~ Veterans & Military Affairs,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,529A,405-521-5604,,Wilburton,,,,Anita Bell,,,,,,,,,,,,
