Type,Photo,Last Name,First Name,District #,Party,Title/leadership,Sort Order,E-mail,Website,Term limit,Counties covered,Standing Committee,Appropriations Subcommittee,Office address,Office city,Office state,Office zip,Office Rm #,Office phone,Home address,Home city,Home state,Home zip,District Phone,LA name,Predecessor,Cooperative Name,Cooperative Logo Filename,Twitter,Facebook,LinkedIn,Miles of Line,Active Meters,Employees,Active Meters/Mile,Co-op Type,Co-op Region Name
Oklahoma Senate,PaddackSusan.jpg,Paddack,Susan,13,D,,,paddack@oksenate.gov,,2016,Garvin~ Hughes~ Pontotoc~ Pottawatomie~ Seminole,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Ada,,,,,,,,,,,,,,,,
Oklahoma Senate,SimpsonFrank.jpg,Simpson,Frank,14,R,,,simpson@oksenate.gov,,2022,Carter~ Johnston~ Love~ Murray,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Ardmore,,,,,,,,,,,,,,,,
Oklahoma Senate,StandridgeRob.jpg,Standridge,Rob,15,R,,,standridge@oksenate.gov,,2024,Cleveland~ Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Norman,,,,,,,,,,,,,,,,
Oklahoma Senate,SparksJohn.jpg,Sparks,John,16,D,,,sparks@oksenate.gov,,2018,Cleveland,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Norman,,,,,,,,,,,,,,,,
Oklahoma Senate,SharpRon.jpg,Sharp,Ron,17,R,,,sharp@oksenate.gov,,2024,Oklahoma~ Pottawatomie,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Shawnee,,,,,,,,,,,,,,,,
Oklahoma Senate,DavidKim.jpg,David,Kim,18,R,,,david@oksenate.gov,,2022,Cherokee~ Mayes~ Muskogee~ Tulsa~ Wagoner,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Wagoner,,,,,,,,,,,,,,,,
Oklahoma Senate,AndersonPatrick.jpg,Anderson,Patrick,19,R,,,anderson@oksenate.gov,,2016,Alfalfa~ Garfield~ Grant~ Kay,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Enid,,,,,,,,,,,,,,,,
Oklahoma Senate,GriffinAJ.jpg,Griffin,AJ,20,R,,,griffin@oksenate.gov,,2024,Kingfisher~ Logan~ Noble~ Pawnee,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Guthrie,,,,,,,,,,,,,,,,
Oklahoma Senate,HalliganJim.jpg,Halligan,Jim,21,R,,,halligan@oksenate.gov,,2020,Payne,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Stillwater,,,,,,,,,,,,,,,,
Oklahoma Senate,,Bice,Stephanie,22,R,,,,,2026,Canadian~ Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Edmond,,,,,,,,,,,,,,,,
Oklahoma Senate,JusticeRon.jpg,Justice,Ron,23,R,,,justice@oksenate.gov,,2016,Canadian~ Grady~ Kingfisher,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Chickasha,,,,,,,,,,,,,,,,
Oklahoma Senate,SykesAnthony.jpg,Sykes,Anthony,24,R,,,lewis@oksenate.gov,,2018,Cleveland,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Moore,,,,,,,,,,,,,,,,
Oklahoma Senate,MazzeiMike.jpg,Mazzei,Mike,25,R,,,mazzei@oksenate.gov,,2016,Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Tulsa,,,,,,,,,,,,,,,,
Oklahoma Senate,,Jech,Darcy,26,R,,,,,2026,Beckham~ Blaine~ Caddo~ Custer~ Kingfisher~ Roger Mills,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Kingfisher,,,,,,,,,,,,,,,,
Oklahoma Senate,MarlattBryce.jpg,Marlatt,Bryce,27,R,,,marlatt@oksenate.gov,,2020,Beaver~ Cimarron~ Dewey~ Ellis~ Harper~ Major~ Texas~ Woods~ Woodward,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Woodward,,,,,,,,,,,,,,,,
Oklahoma Senate,,Smalley,Jason,28,R,,,,,2024,Lincoln~ Pottawatomie~ Seminole,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Stroud,,,,,,,,,,,,,,,,
Oklahoma Senate,FordJohn.jpg,Ford,John,29,R,,,fordj@oksenate.gov,,2016,Nowata~ Rogers~ Washington,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Bartlesville,,,,,,,,,,,,,,,,
Oklahoma Senate,HoltDavid.jpg,Holt,David,30,R,,,holt@oksenate.gov,,2022,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,BarringtonDon.jpg,Barrington,Don,31,R,,,barrington@oksenate.gov,,2016,Comanche~ Cotton~ Jefferson~ Stephens~ Tillman,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Lawton,,,,,,,,,,,,,,,,
Oklahoma Senate,BassRandy.jpg,Bass,Randy,32,D,,,bass@oksenate.gov,,2016,Comanche,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Lawton,,,,,,,,,,,,,,,,
Oklahoma Senate,DahmNathan.jpg,Dahm,Nathan,33,R,,,dahm@oksenate.gov,,2024,Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Broken Arrow,,,,,,,,,,,,,,,,
Oklahoma Senate,BrinkleyRick.jpg,Brinkley,Rick,34,R,,,brinkley@oksenate.gov,,2022,Rogers~ Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Owasso,,,,,,,,,,,,,,,,
Oklahoma Senate,StanislawskiGary.jpg,Stanislawski,Gary,35,R,,,stanislawski@oksenate.gov,,2020,Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Tulsa,,,,,,,,,,,,,,,,
Oklahoma Senate,BrownBill.jpg,Brown,Bill,36,R,,,brownb@oksenate.gov,,2018,Tulsa~ Wagoner,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Broken Arrow,,,,,,,,,,,,,,,,
Oklahoma Senate,NewberryDan.jpg,Newberry,Dan,37,R,,,newberry@oksenate.gov,,2020,Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Tulsa,,,,,,,,,,,,,,,,
Oklahoma Senate,SchulzMike.jpg,Schulz,Mike,38,R,,,schulz@oksenate.gov,,2018,Custer~ Greer~ Harmon~ Jackson~ Kiowa~ Washita,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Altus,,,,,,,,,,,,,,,,
Oklahoma Senate,CrainBrian.jpg,Crain,Brian,39,R,,,crain@oksenate.gov,,2016,Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Tulsa,,,,,,,,,,,,,,,,
Oklahoma Senate,,Yen,Ervin,40,R,,,,,2026,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,JolleyClark.jpg,Jolley,Clark,41,R,,,jolley@oksenate.gov,,2016,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Edmond,,,,,,,,,,,,,,,,
Oklahoma Senate,,Fry,Jack,42,R,,,,,2026,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Midwest City,,,,,,,,,,,,,,,,
Oklahoma Senate,BrooksCorey.jpg,Brooks,Corey,43,R,,,brooks@oksenate.gov,,2024,Garvin~ Grady~ McClain~ Stephens,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Washington,,,,,,,,,,,,,,,,
Oklahoma Senate,ShorteyRalph.jpg,Shortey,Ralph,44,R,,,shortey@oksenate.gov,,2022,Canadian~ Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,LovelessKyle.jpg,Loveless,Kyle,45,R,,,loveless@oksenate.gov,,2024,Canadian~ Cleveland~ Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,FloydKay.jpg,Floyd,Kay,46,D,,,kay.floyd@oksenate.gov,,2024,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,TreatGreg.jpg,Treat,Greg,47,R,,,treat@oksenate.gov,,2024,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Oklahoma Senate,,Pittman,Anastasia,48,D,,,,,2018,Oklahoma,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,Oklahoma City,,,,,,,,,,,,,,,,
Statewide,FallinMary.jpg,Fallin,Mary,,R,Governor,1,,http://www.ok.gov/governor/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,,,,,,,,,,,,,,,,,
Statewide,LambTodd.jpg,Lamb,Todd,,R,Lt. Governor,2,,http://www.ok.gov/ltgovernor/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,,,,,,,,,,,,,,,,,
Statewide,PruittScott.jpg,Pruitt,Scott,,R,Attorney General,4,,http://oag.state.ok.us,,,,,313 NE 21st St.,Oklahoma City,OK,73105,,405-521-3921,,,,,,,,,,,,,,,,,,
Statewide,MillerKen.jpg,Miller,Ken,,R,State Treasurer,5,,http://www.ok.gov/treasurer/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,217,405-521-3191,,,,,,,,,,,,,,,,,,
Statewide,,Hofmeister,Joy,,R,Supt. Of Public Instruction,6,,http://www.ok.gov/sde/,,,,,2500 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3301,,,,,,,,,,,,,,,,,,
Statewide,CostelloMark.jpg,Costello,Mark,,R,Commissioner of Labor,7,,http://ok.gov/odol/,,,,,3017 N. Stiles~ Ste. 100,Oklahoma City,OK,73105,,405-521-6100,,,,,,,,,,,,,,,,,,
Statewide,DoakJohn.jpg,Doak,John,,R,Insurance Commissioner,8,,http://ok.gov/oid/,,,,,3625 NW 56th~ Ste. 100,Oklahoma City,OK,73112,,405-521-2828,,,,,,,,,,,,,,,,,,
Statewide,JonesGary.jpg,Jones,Gary,,R,Auditor & Inspector,3,,http://www.sai.ok.gov,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3495,,,,,,,,,,,,,,,,,,
Statewide,MurphyDana.jpg,Murphy,Dana,,R,Corporation Commissioner,10,,http://occ.state.ok.us,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
Statewide,,Hiett,Todd,,R,Corporation Commissioner,11,,http://occ.state.ok.us,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
Statewide,AnthonyBob.jpg,Anthony,Bob,,R,Corporation Commissioner,9,,http://occ.state.ok.us,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
US House,BridenstineJim.jpg,Bridenstine,Jim,1,R,,1,,http://bridenstine.house.gov,,Creek~ Rogers~ Tulsa~ Washington~ Wagoner,,,216 Cannon House Office Building,Washington,DC,20515,216,202-225-2211,"2448 E. 81st St., Ste. 5150",Tulsa,OK,74137,918-935-3222,,,,,,,,,,,,,
US House,MullinMarkwayne.jpg,Mullin,Markwayne,2,R,,2,,http://mullin.house.gov,,Adair~ Atoka~ Bryan~ Cherokee~ Choctaw~ Coal~ Craig~ Delaware~ Haskell~ Hughes~ Johnston~ Latimer~ LeFlore~ Mayes~ McCurtain~ McIntosh~ Muskogee~ Nowata~ Okfuskee~ Okmulgee~ Ottawa~ Pittsburg~ Pushmataha~ Rogers~ Sequoyah,,,1113 Longworth House Office Building,Washington,DC,20515,1113,202-225-2701,431 W. Broadway,Muskogee,OK,74401,918-687-2533,,,,,,,,,,,,,
US House,Frank_Lucas.jpg,Lucas,Frank,3,R,,3,,http://lucas.house.gov,,Alfalfa~ Beaver~ Beckham~ Blaine~ Caddo~ Canadian~ Cimarron~ Creek~ Custer~ Dewey~ Ellis~ Garfield~ Grant~ Greer~ Harmon~ Harper~ Jackson~ Kay~ Kingfisher~ Kiowa~ Lincoln~ Logan~ Major~ Noble~ Osage~ Pawnee~ Payne~ Roger Mills~ Texas~ Washita~ Woods~ Woodward,,,2311 Rayburn House Office Building,Washington,DC,20515,2311,202-225-5565,"10952 NW Expressway, Ste. B",Yukon,OK,73099,405-373-1958,,,,,,,,,,,,,
US House,Tom_Cole.jpg,Cole,Tom,4,R,,4,,http://cole.house.gov,,Canadian~ Carter~ Cleveland~ Comanche~ Cotton~ Garvin~ Grady~ Jefferson~ Love~ Marshall~ McClain~ Murray~ Oklahoma~ Pontotoc~ Stephens~ Tillman,,,2458 Rayburn House Office Building,Washington,DC,20515,2458,202-225-6165,"2424 Springer Dr., Ste. 201",Norman,OK,73069,405-329-6500,,,,,,,,,,,,,
US House,,Russell,Steve,5,R,,5,,,,Oklahoma~ Pottawatomie~ Seminole,,,,Washington,DC,20515,,,,,,,,,,,,,,,,,,,,
US Senate,Jim_Inhofe.jpg,Inhofe,James (Jim),,R,,1,,http://inhofe.senate.gov,,,,,205 Russell Senate Office Building,Washington,DC,20510,205,202-224-4721,"1900 NW Expressway, Ste. 1210",Oklahoma City,OK,73118,405-608-4381,,,,,,,,,,,,,
US Senate,James_Lankford.jpg,Lankford,James,,R,,2,,http://lankford.house.gov,,,,,,Washington,DC,20510,,,"1015 N. Broadway, Ste. 310",Oklahoma City,OK,73102,405-234-9900,,,,,,,,,,,,,
OAEC Member System,ColinWhitley.jpg,Whitley,Colin,,,General Manager/CEO,1,,http://www.alfalfaelectric.coop/,,OK: Alfalfa~ Grant~ Garfield~ Major~ Woods~ KS: Barber~ Harper,,,121 E. Main,Cherokee,OK,73728,,580-596-3333,,,,,,,,"Alfalfa Electric Cooperative, Inc.",,,https://www.facebook.com/AlfalfaElectric,,3216,8124,42,3,Distribution,"Alfalfa Electric Cooperative, Inc."
OAEC Member System,MarkFuller.jpg,Fuller,Mark,,,District Manager - Pocola,3,,http://www.avecc.com/,,OK: Adair~ LeFlore~ Sequoyah~ AR: Crawford~ Franklin~ Johnson~ Logan~ Madison~ Newton~ Pope~ Scott~ Sebastian~ Yell,,,1302 S. Pocola Blvd.,Pocola,OK,74902,,800-468-2419,,,,,,,,"Arkansas Valley Electric Cooperative, Corp.",,,https://www.facebook.com/MyEnergyAVECC,,8148,70161,134,9,Distribution,Arkansas Valley Electric Cooperative Corp.
OAEC Member System,WilliamPeters.jpg,Peters,William,,,Chief Executive Officer,2,,http://www.avecc.com/,,OK: Adair~ LeFlore~ Sequoyah~ AR: Crawford~ Franklin~ Johnson~ Logan~ Madison~ Newton~ Pope~ Scott~ Sebastian~ Yell,,,1302 S. Pocola Blvd.,Pocola,OK,74902,,800-468-2419,,,,,,,,"Arkansas Valley Electric Cooperative, Corp.",,,https://www.facebook.com/MyEnergyAVECC,,8148,70161,134,9,Distribution,Arkansas Valley Electric Cooperative Corp.
OAEC Member System,ClintPack.jpg,Pack,Clint,,,Manager,4,,http://caddoelectric.com/v2/,,OK: Blaine~ Caddo~ Canadian~ Comanche~ Custer~ Grady~ Kiowa~ Washita,,,3 miles W. of Binger,Binger,OK,73009,,405-656-2322,,,,,,,,"Caddo Electric Cooperative, Inc.",,,http://www.facebook.com/#!/pages/Caddo-Electric-Cooperative/448751885157658?fref=ts,,4613,18094,76,4,Distribution,Caddo Electric Cooperative
OAEC Member System,GeorgeHand.jpg,Hand,George,,,Manager,5,,http://www.canadianvalley.org/,,OK: Creek~ Hughes~ Lincoln~ McIntosh~ Okfuskee~ Oklahoma~ Pottawatomie~ Seminole,,,11277 S.356,Seminole,OK,74868,,405-382-3680,,,,,,,,"Canadian Valley Electric Cooperative, Inc.",,,,,5175,23666,56,5,Distribution,Canadian Valley Electric Cooperative. Inc.
OAEC Member System,DavidSwank.jpg,Swank,David,,,CEO,6,,http://www.crec.coop/,,OK: Garfield~ Lincoln~ Logan~ Noble~ Oklahoma~ Pawnee~ Payne,,,3304 Boomer Rd.,Stillwater,OK,74076,,405-372-2884,,,,,,,,Central Rural Electric Cooperative,,https://twitter.com/centralrural,https://www.facebook.com/centralrural,,4185,19466,77,5,Distribution,Central REC
OAEC Member System,,,,,,CEO/General Manager,7,,www.choctawelectric.coop,,OK: Atoka~ Bryan~ Choctaw~ LeFlore~ McCurtain~ Pushmataha,,,Hwy. 93 N.,Hugo,OK,74743,,580-326-6486,,,,,,,,"Choctaw Electric Cooperative, Inc.",,,https://www.facebook.com/pages/Choctaw-Electric-Cooperative/118898534804009,,3507,17989,85,5,Distribution,"Choctaw Electric Cooperative, Inc."
OAEC Member System,MarkSnowden.jpg,Snowden,Mark,,,Manager,8,,http://www.cimarronelectric.com/,,OK: Blaine~ Canadian~ Custer~ Dewey~ Garfield~ Kingfisher~ Logan~ Major~ Oklahoma,,,2 miles N. Hwy 81,Kingfisher,OK,73750,,405-375-4121,,,,,,,,"Cimarron Electric Cooperative, Inc.",,https://twitter.com/CimarronElec,https://www.facebook.com/cimarronelectric.cooperative,,4438,14623,50,3,Distribution,Cimarron Electric Cooperative
OAEC Member System,KendallBeck.jpg,Beck,Kendall,,,Manager,9,,http://www.cooksonhills.com/,,OK: Adair~ Cherokee~ Haskell~ LeFlore~ Muskogee~ Pittsburg~ Sequoyah,,,1002 E. Main,Stigler,OK,74462,,800-328-2368,,,,,,,,"Cookson Hills Electric Cooperative, Inc.",,,,,2880,17625,51,6,Distribution,"Cookson Hills Electric Cooperative, Inc."
OAEC Member System,WarrenLangford.jpg,Langford,Warren,,,CEO,10,,http://www.cottonelectric.com/,,OK: Caddo~ Carter~ Comanche~ Cotton~ Grady~ Jefferson~ Stephens~ Tillman,,,226 N. Broadway,Walters,OK,73572,,580-875-3351,,,,,,,,"Cotton Electric Cooperative, Inc.",,www.twitter.com/cottonelectric,www.facebook.com/cottonelectric,,5140,21722,95,4,Distribution,"Cotton Electric Cooperative, Inc."
OAEC Member System,TimSmith.jpg,Smith,Tim,,,Manager,11,,http://ecoec.com/,,OK: Creek~ McIntosh~ Muskogee~ Okfuskee~ Okmulgee~ Tulsa~ Wagoner,,,Hwy. 75 S.,Okmulgee,OK,74447,,918-756-0833,,,,,,,,"East Central Oklahoma Electric Cooperative, Inc.",,,,,6118,32562,78,5,Distribution,"East Central Oklahoma Electric Cooperative, Inc."
OAEC Member System,CharlesPaxton.jpg,Paxton,Charles,,,General Manager/CEO,12,,http://www.harmonelectric.com/,,OK: Beckham~ Greer~ Harmon~ Jackson~ Kiowa~ TX: Childress~ Hardeman,,,114 N. 1st St.,Hollis,OK,73550,,580-688-3342,,,,,,,,"Harmon Electric Association, Inc.",,,https://www.facebook.com/pages/Harmon-Electric-Association-Inc/154725664575443,,1900,3491,19,2,Distribution,"Harmon Electric Association, Inc."
OAEC Member System,JackClinkscale.jpg,Clinkscale,Jack,,,Manager,13,,http://www.iecok.com/,,OK: Creek~ Kay~ Noble~ Osage~ Pawnee~ Payne~ Tulsa,,,U.S. Hwy 64 S.,Cleveland,OK,74020,,918-295-9500,,,,,,,,"Indian Electric Cooperative, Inc.",,,,,3519,19947,91,6,Distribution,"Indian Electric Cooperative, Inc."
OAEC Member System,ChrisCariker.jpg,Cariker,Chris,,,Executive VP/CEO,14,,http://www.kamopower.com/,,,,,500 S. KAMO Dr.,Vinita,OK,74301,,918-256-5551,,,,,,,,KAMO Power,,,,http://www.linkedin.com/company/kamo-power,2401,,138,,Generation/Transmission,
OAEC Member System,TimRodriguez.jpg,Rodriguez,Tim,,,Manager,15,,http://www.kayelectric.coop/,,OK: Garfield~ Grant~ Kay~ Noble~ Osage,,,300 W. Doolin,Blackwell,OK,74631,,580-363-1260,,,,,,,,"Kay Electric Cooperative, Inc.",,https://twitter.com/kayelectriccoop,http://www.facebook.com/pages/Kay-Electric-Cooperative/277322722408,,2096,5643,40,3,Distribution,Kay Electric Cooperative
OAEC Member System,JimJackson.jpg,Jackson,Jim,,,Executive VP/CEO,16,,http://www.kiamichielectric.org/,,OK: Atoka~ Latimer~ LeFlore~ Pittsburg~ Pushmataha,,,966 S. Hwy 2,Wilburton,OK,74578,,918-465-2338,,,,,,,,"Kiamichi Electric Cooperative, Inc.",,,https://www.facebook.com/pages/Kiamichi-Electric-Cooperative/150931158276424?fref=ts,,4067,21099,47,5,Distribution,"Kiamichi Electric Cooperative, Inc."
OAEC Member System,DennisKrueger.jpg,Krueger,Dennis,,,Manager,17,,http://www.kiwash.coop/,,OK: Blaine~ Custer~ Dewey~ Kiowa~ Roger Mills~ Washita,,,120 W. 1st St.,Cordell,OK,73632,,580-832-3361,,,,,,,,"Kiwash Electric Cooperative, Inc.",,https://twitter.com/kiwashelectric,http://www.facebook.com/pages/Kiwash-Electric-Cooperative/115398462130,,2968,6236,26,2,Distribution,"Kiwash Electric Cooperative, Inc."
OAEC Member System,HamidVahdatipour.jpg,Vahdatipour,Hamid,,,CEO,18,,http://www.lrecok.coop/,,OK: Adair~ Cherokee~ Delaware~ Mayes~ Muskogee~ Rogers~ Wagoner,,,516 S. Lake Region Rd.,Hulbert,OK,74441,,918-772-2526,,,,,,,,"Lake Region Electric Cooperative, Inc.",,,https://www.facebook.com/pages/Lake-Region-Electric-Cooperative/104838869583328?fref=ts,,3031,23912,67,8,Distribution,"Lake Region Electric Co-op, Inc."
OAEC Member System,AnthonyDue.jpg,Due,Anthony,,,Manager,19,,http://www.neelectric.com/,,OK: Craig~ Delaware~ Mayes~ Nowata~ Ottawa~ Rogers,,,27039 S. 4440 Rd.,Vinita,OK,74301,,918-256-6405,,,,,,,,"Northeast OK Electric Cooperative, Inc.",,,https://www.facebook.com/neokrec,,5271,40186,177,8,Distribution,Northeast Oklahoma Electric Co-op
OAEC Member System,ScottCopeland.jpg,Copeland,Scott,,,Manager,20,,http://www.nfecoop.com/,,OK: Beckham~ Custer~ Dewey~ Greer~ Harmon~ Roger Mills~ Washita,,,301 E. Main,Sayre,OK,73662,,580-928-3366,,,,,,,,"Northfork Electric Cooperative, Inc.",,,https://www.facebook.com/pages/Northfork-Electric-Cooperative-Inc/125649210807367?fref=ts,,2488,6543,32,3,Distribution,"Northfork Electric Cooperative, Inc."
OAEC Member System,TysonLittau.jpg,Littau,Tyson,,,Manager/CEO,21,,http://www.nwecok.coop/,,OK: Beaver~ Dewey~ Ellis~ Harper~ Major~ Woods~ Woodward,,,2925 Williams Ave.,Woodward,OK,73802,,580-256-7425,,,,,,,,"Northwestern Electric Cooperative, Inc.",,http://twitter.com/nwecok,https://www.facebook.com/pages/Northwestern-Electric-Cooperative/139718627432,,4906,11359,60,2,Distribution,"Northwestern Electric Cooperative, Inc."
OAEC Member System,MaxMeek.jpg,Meek,Max,,,CEO/Manager,22,,http://www.okcoop.org/,,OK: Caddo~ Canadian~ Cleveland~ Grady~ McClain~ Oklahoma~ Pottawatomie,,,242 24th Ave. NW,Norman,OK,73069,,405-321-2024,,,,,,,,"Oklahoma Electric Cooperative, Inc.",,https://twitter.com/okcoop,https://www.facebook.com/OklaElec?fref=ts,,5321,49418,118,9,Distribution,Oklahoma Electric Cooperative
OAEC Member System,KrisWilliams.jpg,Williams,Kris,,,District Manager - Oklahoma,24,,http://www.ozarksecc.com/,,OK: Adair~ Cherokee~ Delaware~ Sequoyah~ AR: Benton~ Crawford~ Franklin~ Madison~ Washington,,,Hwy 51 W.,Stilwell,OK,74960,,918-696-7733,,,,,,,,"Ozarks Electric Cooperative, Corp.",,,https://www.facebook.com/OzarksElectric?fref=ts,,6755,67606,183,10,Distribution,Ozarks Electric Co-op Corp.
OAEC Member System,MitchellJohnson.jpg,Johnson,Mitchell,,,President/CEO,23,,http://www.ozarksecc.com/,,OK: Adair~ Cherokee~ Delaware~ Sequoyah~ AR: Benton~ Crawford~ Franklin~ Madison~ Washington,,,Hwy 51 W.,Stilwell,OK,74960,,918-696-7733,,,,,,,,"Ozarks Electric Cooperative, Corp.",,,https://www.facebook.com/OzarksElectric?fref=ts,,6755,67606,183,10,Distribution,Ozarks Electric Co-op Corp.
OAEC Member System,RandyEthridge.jpg,Ethridge,Randy,,,Executive VP/CEO,25,,www.peopleselectric.coop,,OK: Atoka~ Carter~ Coal~ Garvin~ Hughes~ Johnston~ McClain~ Murray~ Pittsburg~ Pontotoc~ Seminole,,,1600 N. Country Club,Ada,OK,74820,,580-332-3031,,,,,,,,People's Electric Cooperative,,,https://www.facebook.com/PeoplesElectricCooperative?fref=ts,,4767,20565,62,4,Transmission/Distribution,People's Electric Cooperative
OAEC Member System,BrentHartin.jpg,Hartin,Brent,,,CEO,26,,http://www.rrvrea.com/,,OK: Carter~ Jefferson~ Johnston~ Love~ Marshall,,,1003 Memorial Dr.,Marietta,OK,73448,,580-276-3364,,,,,,,,"Red River Valley Rural Electric Association, Inc.",,,https://www.facebook.com/pages/Red-River-Valley-REA/146536385393684?fref=ts,,2661,14877,43,6,Distribution,Red River Valley REA
OAEC Member System,DaleNye.jpg,Nye,Dale,,,CEO,27,,http://www.recok.coop/,,OK: Carter~ Comanche~ Garvin~ Grady~ McClain~ Stephens,,,N. of Lindsay on Hwy. 76,Lindsay,OK,73052,,405-756-3104,,,,,,,,"Rural Electric Cooperative, Inc.",,,http://www.facebook.com/pages/Rural-Electric-Cooperative-Inc/116401145072740,,2877,10813,49,4,Distribution,"Rural Electric Cooperative, Inc."
OAEC Member System,LarrySpeaks.jpg,Speaks,Larry,,,Manager,28,,http://www.se-coop.com/,,OK: Atoka~ Bryan~ Choctaw~ Coal~ Johnston,,,1514 E. Hwy. 70,Durant,OK,74702,,580-924-2170,,,,,,,,"Southeastern Electric Cooperative, Inc.",,,,,2689,13857,32,5,Distribution,"Southeastern Electric Cooperative, Inc."
OAEC Member System,MikeHagy.jpg,Hagy,Mike,,,CEO/Manager,29,,http://www.swre.com/,,OK: Comanche~ Greer~ Kiowa~ Jackson~ Tillman~ TX: Archer~ Baylor~ Foard~ Hardeman~ Wichita~ Wilbarger,,,700 N. Broadway,Tipton,OK,73570,,580-667-5281,,,,,,,,"Southwest Rural Electric Association, Inc.",,,,,2999,7765,29,3,Distribution,"Southwest Rural Electric Association, Inc."
OAEC Member System,JackPerkins.jpg,Perkins,Jack,,,CEO,30,,www.tcec.coop,,OK: Beaver~ Cimarron~ Texas KS: Clark~ Meade~ Stevens~ portions of Morton & Seward NM: Bada~ Colorado~ Union TX: Dallum~ Hansford~ Lipscomb~ Ochiltree~ Sherman,,,302 E. Glaydas,Hooker,OK,73945,,580-652-2418,,,,,,,,"Tri-County Electric Cooperative, Inc.",,https://twitter.com/TriCountyEC,https://www.facebook.com/tricountyelectric,http://www.linkedin.com/company/tri-county-electric-cooperative?trk=cp_followed_name_tri-county-electric-cooperativ,5422,17112,91,3,Transmission/Distribution,"Tri-County Elec. Co-op, Inc."
OAEC Member System,AliceHouston.jpg,Houston,Alice,,,Manager,31,,http://www.vvec.com/,,OK: Nowata~ Osage~ Rogers~ Tulsa~ Washington,,,8901 E. 146th St. N.,Collinsville,OK,74021,,918-371-2584,,,,,,,,"Verdigris Valley Electric Cooperative, Inc.",,,,,4684,34856,90,7,Distribution,Verdigris Valley Electric Cooperative
